0,2.00326e-05
1,0.990273
2,0.990273
3,0.990273
4,0.990273
5,0.990273
6,0.990273
7,0.990273
8,0.990273
9,0.990273
10,0.996756
11,0.99903
12,0.99903
13,0.99903
14,0.99903
15,0.99903
16,0.99903
17,0.99903
18,0.99903
19,0.99903
20,0.99903
21,0.99903
22,0.99903
23,0.99903
24,0.99903
25,0.99903
26,0.99903
27,0.99952
28,0.99952
29,0.99952
30,0.99952
31,0.99952
32,0.99952
33,0.99952
34,0.99952
35,0.99952
36,0.99952
37,0.99952
38,0.99996
39,0.99996
40,0.99996
41,0.99996
42,0.99996
43,0.99996
44,0.99996
45,0.99996
46,0.99996
47,0.99996
48,0.99996
49,0.99996
50,0.99996
51,0.99996
52,0.99996
53,0.99996
54,0.99996
55,0.99996
56,0.99996
57,0.99996
58,0.99996
59,0.99996
60,0.99996
61,0.99996
62,0.99996
63,0.99996
64,0.99996
65,0.99996
66,0.99996
67,0.99996
68,0.99996
69,0.99996
70,0.99996
71,0.99996
72,0.99996
73,0.99996
74,0.99996
75,0.99996
76,0.99996
77,0.99996
78,0.99996
79,0.99996
80,0.99996
81,0.99996
82,0.99996
83,0.99996
84,0.99996
85,0.99996
86,0.99996
87,0.99996
88,0.99996
89,0.99996
90,0.99996
91,0.99996
92,0.99996
93,0.99996
94,0.99996
95,0.99996
96,0.99996
97,0.99996
98,0.99996
99,0.99996
100,0.99996
101,0.99996
102,0.99996
103,0.99996
104,0.99996
105,0.99996
106,0.99996
107,0.99996
108,0.99996
109,0.99996
110,0.99996
111,0.99996
112,0.99996
113,0.99996
114,0.99996
115,0.99996
116,0.99996
117,0.99996
118,0.99996
119,0.99996
120,0.99996
121,0.99996
122,0.99996
123,0.99996
124,0.99996
125,0.99996
126,0.99996
127,0.99996
128,0.99996
129,0.99996
130,0.99996
131,0.99996
132,0.99996
133,0.99996
134,0.99996
135,0.99996
136,0.99996
137,0.99996
138,0.99996
139,0.99996
140,0.99996
141,0.99996
142,0.99996
143,0.99996
144,0.99996
145,0.99996
146,0.99996
147,0.99996
148,0.99996
149,0.99996
150,0.99996
151,0.99996
152,0.99996
153,0.99996
154,0.99996
155,0.99996
156,0.99996
157,0.99996
158,0.99996
159,0.99996
160,0.99996
161,0.99996
162,0.99996
163,0.99996
164,0.99996
165,0.99996
166,0.99996
167,0.99996
168,0.99996
169,0.99996
170,0.99996
171,0.99996
172,0.99996
173,0.999988
174,0.999988
175,0.999988
176,0.999988
177,0.999988
178,0.999988
179,0.999988
180,0.999988
181,0.999988
182,0.999988
183,0.999988
184,0.999988
185,0.999988
186,0.999988
187,0.999988
188,0.999988
189,0.999988
190,0.999988
191,0.999988
192,0.999988
193,0.999988
194,0.999988
195,0.999988
196,0.999988
197,0.999988
198,0.999988
199,0.999988
200,0.999988
201,0.999988
202,0.999988
203,0.999988
204,0.999988
205,0.999988
206,0.999988
207,0.999988
208,0.999988
209,0.999988
210,0.999988
